"","title","author","school","sentence_spacy","sentence_str","original_publication_date","corpus_edition_date","sentence_length","sentence_lowered","tokenized_txt","lemmatized_str","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"2505","The Wealth Of Nations","Smith","capitalism","The higher and stronger the dam head, the greater must be the difference in the depth of water behind and before it.","The higher and stronger the dam head, the greater must be the difference in the depth of water behind and before it.",1776,2009,116,"the higher and stronger the dam head, the greater must be the difference in the depth of water behind and before it.","['the', 'higher', 'and', 'stronger', 'the', 'dam', 'head', 'the', 'greater', 'must', 'be', 'the', 'difference', 'in', 'the', 'depth', 'of', 'water', 'behind', 'and', 'before', 'it']","the high and strong the dam head , the great must be the difference in the depth of water behind and before -PRON- .",0,0,0,0,0,0,0,1,0,2
"2506","Elements Of The Philosophy Of Right","Hegel","german_idealism","I not supposed to be happy in the knowledge that it is reason itself which has in fact gained power and authority Gewalt within this ele ment, and which asserts itself there and remains inherent within it.'","I not supposed to be happy in the knowledge that it is reason itself which has in fact gained power and authority Gewalt within this ele ment, and which asserts itself there and remains inherent within it.'",1820,1991,206,"i not supposed to be happy in the knowledge that it is reason itself which has in fact gained power and authority gewalt within this ele ment, and which asserts itself there and remains inherent within it.'","['not', 'supposed', 'to', 'be', 'happy', 'in', 'the', 'knowledge', 'that', 'it', 'is', 'reason', 'itself', 'which', 'has', 'in', 'fact', 'gained', 'power', 'and', 'authority', 'gewalt', 'within', 'this', 'ele', 'ment', 'and', 'which', 'asserts', 'itself', 'there', 'and', 'remains', 'inherent', 'within', 'it']","-PRON- not suppose to be happy in the knowledge that -PRON- be reason -PRON- which have in fact gain power and authority Gewalt within this ele ment , and which assert -PRON- there and remain inherent within -PRON- . '",0,1,1,1,1,0,0,4,1,5
"2507","Science Of Logic","Hegel","german_idealism","While adopting the general Newtonian definition, he insists that while Christian Wolff, Elementa matheseos univers, in Gesammelte Werke, zweite Abteilung, Vol. edited by.","While adopting the general Newtonian definition, he insists that while Christian Wolff, Elementa matheseos univers, in Gesammelte Werke, zweite Abteilung, Vol. edited by.",1817,2010,170,"while adopting the general newtonian definition, he insists that while christian wolff, elementa matheseos univers, in gesammelte werke, zweite abteilung, vol. edited by.","['while', 'adopting', 'the', 'general', 'newtonian', 'definition', 'he', 'insists', 'that', 'while', 'christian', 'wolff', 'elementa', 'matheseos', 'univers', 'in', 'gesammelte', 'werke', 'zweite', 'abteilung', 'vol', 'edited', 'by']","while adopt the general newtonian definition , -PRON- insist that while Christian Wolff , Elementa matheseos univer , in Gesammelte Werke , zweite Abteilung , Vol . edit by .",0,0,0,0,0,0,0,1,0,1
"2508","Philosophical Troubles","Kripke","analytic","In the letter to Fitch, I actually give the argument, and maybe this is why I mention Löb's theorem.","In the letter to Fitch, I actually give the argument, and maybe this is why I mention Löb's theorem.",1975,2011,101,"in the letter to fitch, i actually give the argument, and maybe this is why i mention löb's theorem.","['in', 'the', 'letter', 'to', 'fitch', 'actually', 'give', 'the', 'argument', 'and', 'maybe', 'this', 'is', 'why', 'mention', 'lob', 'theorem']","in the letter to Fitch , -PRON- actually give the argument , and maybe this be why -PRON- mention Löb 's theorem .",1,1,0,0,0,0,0,1,1,0
"2509","Essay Concerning Human Understanding","Locke","empiricism","And thus much for the relation of human actions to a law, which, therefore, I call.","And thus much for the relation of human actions to a law, which, therefore, I call.",1689,2004,83,"and thus much for the relation of human actions to a law, which, therefore, i call.","['and', 'thus', 'much', 'for', 'the', 'relation', 'of', 'human', 'actions', 'to', 'law', 'which', 'therefore', 'call']","and thus much for the relation of human action to a law , which , therefore , -PRON- call .",0,0,0,0,0,0,0,1,0,0
"2510","Aristotle - Complete Works","Aristotle","aristotle","The question whether these contradictory changes are contraries or not makes no difference, provided only it is impossible for them both to be present to the same thing at the same time: the point is of no importance to the argument.","The question whether these contradictory changes are contraries or not makes no difference, provided only it is impossible for them both to be present to the same thing at the same time: the point is of no importance to the argument.",-320,1991,233,"the question whether these contradictory changes are contraries or not makes no difference, provided only it is impossible for them both to be present to the same thing at the same time: the point is of no importance to the argument.","['the', 'question', 'whether', 'these', 'contradictory', 'changes', 'are', 'contraries', 'or', 'not', 'makes', 'no', 'difference', 'provided', 'only', 'it', 'is', 'impossible', 'for', 'them', 'both', 'to', 'be', 'present', 'to', 'the', 'same', 'thing', 'at', 'the', 'same', 'time', 'the', 'point', 'is', 'of', 'no', 'importance', 'to', 'the', 'argument']","the question whether these contradictory change be contrary or not make no difference , provide only -PRON- be impossible for -PRON- both to be present to the same thing at the same time : the point be of no importance to the argument .",1,3,0,0,1,1,1,1,3,3
"2511","Critique Of Pure Reason","Kant","german_idealism","Such a thing would not be a doctrine, but must be called only a critique of pure reason, and its utility would really be only negative, serving not for the amplification but only for the purifi cation of our reason, and for keeping it free of errors, by which a great deal is already won.","Such a thing would not be a doctrine, but must be called only a critique of pure reason, and its utility would really be only negative, serving not for the amplification but only for the purifi cation of our reason, and for keeping it free of errors, by which a great deal is already won.",1781,1998,288,"such a thing would not be a doctrine, but must be called only a critique of pure reason, and its utility would really be only negative, serving not for the amplification but only for the purifi cation of our reason, and for keeping it free of errors, by which a great deal is already won.","['such', 'thing', 'would', 'not', 'be', 'doctrine', 'but', 'must', 'be', 'called', 'only', 'critique', 'of', 'pure', 'reason', 'and', 'its', 'utility', 'would', 'really', 'be', 'only', 'negative', 'serving', 'not', 'for', 'the', 'amplification', 'but', 'only', 'for', 'the', 'purifi', 'cation', 'of', 'our', 'reason', 'and', 'for', 'keeping', 'it', 'free', 'of', 'errors', 'by', 'which', 'great', 'deal', 'is', 'already', 'won']","such a thing would not be a doctrine , but must be call only a critique of pure reason , and -PRON- utility would really be only negative , serve not for the amplification but only for the purifi cation of -PRON- reason , and for keep -PRON- free of error , by which a great deal be already win .",0,1,0,0,1,1,1,2,1,4
"2512","Discourse On Method","Descartes","rationalism","In addition, I had always a most earnest desire to know how to distinguish the true from the false, in order that I might be able clearly to discriminate the right path in life, and proceed in it with confidence.","In addition, I had always a most earnest desire to know how to distinguish the true from the false, in order that I might be able clearly to discriminate the right path in life, and proceed in it with confidence.",1637,2008,212,"in addition, i had always a most earnest desire to know how to distinguish the true from the false, in order that i might be able clearly to discriminate the right path in life, and proceed in it with confidence.","['in', 'addition', 'had', 'always', 'most', 'earnest', 'desire', 'to', 'know', 'how', 'to', 'distinguish', 'the', 'true', 'from', 'the', 'false', 'in', 'order', 'that', 'might', 'be', 'able', 'clearly', 'to', 'discriminate', 'the', 'right', 'path', 'in', 'life', 'and', 'proceed', 'in', 'it', 'with', 'confidence']","in addition , -PRON- have always a most earnest desire to know how to distinguish the true from the false , in order that -PRON- may be able clearly to discriminate the right path in life , and proceed in -PRON- with confidence .",1,0,0,1,1,1,0,1,1,2
"2513","Plato - Complete Works","Plato","plato","And from the funnels he stretched reeds, as it were, all around throughout the structure, right to its extremities.","And from the funnels he stretched reeds, as it were, all around throughout the structure, right to its extremities.",-350,1997,115,"and from the funnels he stretched reeds, as it were, all around throughout the structure, right to its extremities.","['and', 'from', 'the', 'funnels', 'he', 'stretched', 'reeds', 'as', 'it', 'were', 'all', 'around', 'throughout', 'the', 'structure', 'right', 'to', 'its', 'extremities']","and from the funnel -PRON- stretch reed , as -PRON- be , all around throughout the structure , right to -PRON- extremity .",0,0,0,0,0,0,0,1,0,1
"2514","Essay Concerning Human Understanding","Locke","empiricism","Not that if they be equally weighed, they are more clear and evident than the particular instances they are brought to confirm; but that, being more familiar to the mind, the very naming them is enough to satisfy the understanding.","Not that if they be equally weighed, they are more clear and evident than the particular instances they are brought to confirm; but that, being more familiar to the mind, the very naming them is enough to satisfy the understanding.",1689,2004,231,"not that if they be equally weighed, they are more clear and evident than the particular instances they are brought to confirm; but that, being more familiar to the mind, the very naming them is enough to satisfy the understanding.","['not', 'that', 'if', 'they', 'be', 'equally', 'weighed', 'they', 'are', 'more', 'clear', 'and', 'evident', 'than', 'the', 'particular', 'instances', 'they', 'are', 'brought', 'to', 'confirm', 'but', 'that', 'being', 'more', 'familiar', 'to', 'the', 'mind', 'the', 'very', 'naming', 'them', 'is', 'enough', 'to', 'satisfy', 'the', 'understanding']","not that if -PRON- be equally weigh , -PRON- be more clear and evident than the particular instance -PRON- be bring to confirm ; but that , be more familiar to the mind , the very naming -PRON- be enough to satisfy the understanding .",0,0,0,0,0,0,0,3,0,4
